1654764891.8220634,0
1654764893.8239257,9.20500027433055
1654764896.8266993,9.390000279843937
1654764898.8273127,10.772500321045333
1654764901.8302538,12.402500369622748
1654764903.8320258,12.802500381543586
1654764906.8345902,14.32250042684277
1654764908.8358614,16.92250050432822
1654764911.838691,19.455000579802025
1654764913.840426,21.582500643205982
1654764915.8420084,22.462500669431826
1654764917.8427565,24.117500718754293
1654764920.845817,26.40750078700109
1654764922.847851,27.322500814270008
1654764925.850692,27.445000817920764
1654764927.8523986,27.597500822465584
1654764930.854136,27.632500823508657
1654764933.8560371,27.67750082484975
1654764934.857088,27.852500830065118
1654764937.8594964,30.38750090561343
1654764939.8613083,33.48500099792542
1654764942.8637352,35.49500105782763
1654764944.8658288,35.75250106550167
1654764947.8691077,35.77250106609771
1654764949.8709993,35.780001066321226
1654764952.8736444,35.78250106639573
1654764954.875494,35.78750106654474
1654764957.878479,35.82500106766232
1654764959.879506,36.32250108248886
1654764962.8816187,36.925001100444625
1654764964.883677,38.61750115088467
1654764967.8863325,39.990001191788046
1654764969.8879597,41.550001238279314
1654764972.889869,41.94750125012565
1654764974.8908317,42.58500126912448
1654764977.892731,45.030001341990605
1654764979.8949192,48.24000143765533
1654764982.897659,49.71000148146441
1654764984.8998299,50.15500149472634
1654764986.900931,50.40750150225137
1654764989.903843,51.01750152043065
1654764991.905619,51.27000152795568
1654764994.9072263,51.4700015339161
1654764996.908878,51.702501540845084
1654764998.9102414,55.0525016406821
1654765001.9136412,55.807501663182684
1654765003.9156735,57.37750170997197
1654765005.9167714,58.94250175661225
1654765008.9188437,61.89500184460294
1654765010.920181,63.860001903164054
1654765013.9228194,65.76750196001156
1654765015.9244854,68.24250203377174
1654765018.9263356,69.81250208056103
1654765020.927887,71.76250213867512
